altid,LMT_Date,LMT_Time,DOP,elevation,slope,sin_aspect,cos_aspect,veg_class,used
20038_17,4/21/2017,4:00,2.4,1753.2,79.4266,0.0673957,0.639099,Sparsely Vegetated,0
20038_17,4/21/2017,8:00,2.6,1539.78,7.72028,1.78795,0.384255,Sparsely Vegetated,0
20038_17,4/21/2017,12:00,4,2280.48,71.2037,0.185598,0.419699,Open Tree Canopy,0
20038_17,4/22/2017,0:00,2.4,2166.9,52.8581,0.372058,0.22174,Open Tree Canopy,0
20038_17,4/23/2017,20:00,1.6,2192.37,97.7432,0.0849786,0.596595,Shrubland,0
20038_17,4/25/2017,0:00,3.8,2055.55,97.0033,0.0422936,1.28775,Open Tree Canopy,0
20038_17,4/30/2017,4:00,2,2102.59,49.0046,1.55066,1.83473,Open Tree Canopy,0
20038_17,4/30/2017,8:00,3,2362.37,63.5704,1.99999,0.996197,Shrubland,0
20038_17,4/30/2017,12:00,3.2,1935.79,34.2747,1.51918,1.85467,Shrubland,0
20038_17,5/9/2017,16:00,2.8,2381.94,110.596,0.158668,0.459481,Open Tree Canopy,0
20038_17,5/9/2017,20:00,2.2,1865.8,41.8355,1.85175,0.476044,Shrubland,0
22951,4/16/2017,4:00,4,2266.99,50.2932,1.64855,1.76117,Open Tree Canopy,0
22951,4/16/2017,8:00,2,2193.92,73.8384,1.41713,0.0911511,Open Tree Canopy,0
22951,4/16/2017,12:00,2.4,1924.29,57.2018,1.43113,0.0977083,Shrubland,0
22951,4/17/2017,0:00,5.2,2390.44,38.4404,0.15461,1.53415,Shrubland,0
22951,4/17/2017,20:01,3.2,2085.81,59.3887,0.675321,1.94582,Open Tree Canopy,0
22951,4/18/2017,0:01,5.6,1694.22,28.1977,1.81159,1.58422,Shrubland,0
22951,4/18/2017,4:00,4.8,2075.88,65.9801,0.379925,0.215457,Open Tree Canopy,0
22951,4/18/2017,8:00,2,2179.11,68.6379,0.688968,1.9504,Open Tree Canopy,0
22951,4/18/2017,12:01,2.8,1736.5,78.9715,0.955347,1.999,Sparsely Vegetated,0
22951,4/21/2017,4:00,6,2180.83,76.7514,1.95404,1.29968,Open Tree Canopy,0
22951,4/21/2017,8:00,2.8,2122.39,42.8586,1.04326,1.99906,Open Tree Canopy,0
22951,4/21/2017,12:00,4,2242.33,75.7065,0.920775,1.99686,Open Tree Canopy,0
22951,4/22/2017,0:00,2.4,2103.17,155.143,0.962573,1.9993,Open Tree Canopy,0
22951,4/23/2017,20:00,5.4,1760.6,75.5993,0.0104108,1.14392,Shrubland,0
22951,4/27/2017,0:01,4.2,2342.68,71.9984,0.00793761,1.12575,Open Tree Canopy,0
22951,4/28/2017,4:00,2.4,1702.58,87.081,1.99139,1.13098,Shrubland,0
22951,4/28/2017,8:01,3,2077.46,101.158,1.89806,0.560127,Open Tree Canopy,0
22951,4/28/2017,12:00,3,2264.5,68.4407,0.000139415,1.0167,Open Tree Canopy,0
22951,4/29/2017,0:00,4.6,1891.34,45.7977,0.0407476,0.717449,Shrubland,0
22952,4/26/2017,0:01,3.4,2261.55,110.179,0.535043,0.114667,Open Tree Canopy,0
22952,4/26/2017,4:00,5.4,2113.02,46.6862,1.41208,1.91115,Open Tree Canopy,0
22952,4/26/2017,8:00,3.4,2099.56,72.6666,1.91984,1.3923,Open Tree Canopy,0
22952,4/26/2017,12:00,3.6,1783.86,48.7645,0.0223142,0.789927,Sparsely Vegetated,0
22952,4/26/2017,16:01,4.2,2287.81,35.9383,1.15611,0.0122609,Open Tree Canopy,0
22952,5/21/2017,4:01,2,1537.01,5.34216,1.34363,0.0608967,Sparsely Vegetated,0
22952,5/21/2017,8:00,3.2,1512.31,26.6101,1.69355,1.72041,Shrubland,0
22952,5/21/2017,12:00,3.2,2094.56,60.606,0.208726,0.388538,Open Tree Canopy,0
22952,5/22/2017,0:00,2.2,2028.2,65.4115,1.63527,1.77229,Shrubland,0
22952,5/24/2017,4:00,3,2196,111.172,1.17276,1.98496,Open Tree Canopy,0
22952,5/24/2017,8:00,2.4,1815.35,53.4713,0.853699,0.0107599,Shrubland,0
22952,5/24/2017,12:00,2.2,1593.53,66.9987,0.824856,0.0154572,Shrubland,0
20015,5/18/2016,16:00,3.4,2070.68,80.1854,0.560276,1.89813,Shrubland,0
20015,5/19/2016,8:02,2.8,2169.06,78.0284,0.31632,1.72978,Open Tree Canopy,0
20015,5/19/2016,12:00,2.8,2190.21,55.5028,0.254072,0.333973,Open Tree Canopy,0
20015,5/22/2016,8:00,2,2006.1,29.8201,1.46E-05,0.994599,Open Tree Canopy,0
20015,5/22/2016,12:00,3.2,2092.24,47.1055,1.50414,1.86362,Open Tree Canopy,0
20015,5/23/2016,0:00,5,1760.83,67.2436,1.97238,0.766608,Shrubland,0
20015,5/23/2016,16:00,2.8,2265.63,40.1554,0.111189,1.45827,Shrubland,0
20015,5/27/2016,4:00,3.2,1769.54,28.4571,1.05328,1.99858,Shrubland,0
20015,5/27/2016,8:00,2.2,1922.87,125.029,1.75881,1.65132,Shrubland,0
20015,5/27/2016,12:00,2,2274.36,107.82,0.246285,1.6572,Open Tree Canopy,0
20015,5/27/2016,20:00,4.4,1747.11,68.9835,0.189845,0.413784,Open Tree Canopy,0
20015,5/28/2016,0:01,3.6,2344.96,72.6269,1.13387,1.991,Shrubland,0
20015,6/3/2016,20:01,2.8,2272.56,151.735,1.95838,1.2855,Open Tree Canopy,0
20015,6/10/2016,16:01,2.8,1738.42,62.2365,0.00212353,1.06514,Shrubland,0
20015,6/11/2016,0:00,5.2,2313.82,118.613,1.36005,0.0670667,Open Tree Canopy,0
20022,5/27/2016,0:00,3.8,2138.49,56.6651,0.201656,0.397799,Open Tree Canopy,0
20022,6/26/2016,20:00,2.6,2114.2,55.712,1.92747,1.37389,Shrubland,0
20034,5/28/2016,0:00,2.6,2103.56,56.6932,0.474497,0.149208,Open Tree Canopy,0
20034,5/28/2016,4:00,2.4,2176.93,141.113,0.936067,0.00204581,Shrubland,0
20034,5/28/2016,20:00,2.6,2100.4,65.5525,0.726542,1.96188,Open Tree Canopy,0
20034,6/1/2016,0:00,2.8,2201.04,123.322,1.66959,0.257272,Shrubland,0
20034,6/3/2016,16:00,2.2,1675.45,43.9821,0.0505419,0.686106,Shrubland,0
20034,6/3/2016,20:00,4,2156.81,55.2916,0.338833,0.249761,Open Tree Canopy,0
20034,6/8/2016,20:00,2.4,2275.28,72.3354,1.81068,0.414511,Open Tree Canopy,0
20034,6/9/2016,0:00,4,2261.12,88.0019,0.348603,1.75874,Shrubland,0
20034,6/13/2016,4:01,5,2284.96,105.955,0.932299,1.99771,Open Tree Canopy,0
20034,6/13/2016,8:00,5,2240.53,85.4424,1.98031,0.80252,Open Tree Canopy,0
20034,6/13/2016,12:00,5.2,2233.75,62.2951,1.97073,0.759808,Open Tree Canopy,0
20034,6/18/2016,0:00,4.6,2235.17,112.064,1.99791,1.06459,Open Tree Canopy,0
20034,6/19/2016,4:00,2.2,1536.93,8.40575,1.19908,0.0200174,Sparsely Vegetated,0
20034,6/20/2016,20:01,3.6,2136.16,70.6206,0.33302,0.254924,Open Tree Canopy,0
20034,6/23/2016,0:01,4.4,2131.03,67.4864,0.262169,0.325015,Open Tree Canopy,0
20038,4/25/2016,16:00,3.4,2119.45,72,1.46152,1.88713,Open Tree Canopy,0
20038,4/26/2016,4:02,3,2279.04,57.7411,1.83349,1.55254,Open Tree Canopy,0
20038,4/26/2016,8:00,5.4,1537.47,9.52698,1.86597,1.50009,Sparsely Vegetated,0
20038,4/27/2016,0:02,3.4,2150.93,89.3242,1.20799,0.0218692,Open Tree Canopy,0
20038,4/28/2016,0:01,2.6,1532.59,11.042,0.984826,0.000115156,Sparsely Vegetated,0
20038,4/28/2016,4:00,3.8,1920.67,81.2007,1.45661,0.110333,Shrubland,0
20038,4/28/2016,8:00,2.6,2034.24,59.9724,0.911111,0.00395846,Shrubland,0
20038,4/28/2016,12:00,5,2091.68,71.5275,1.79915,1.60113,Open Tree Canopy,0
20038,4/29/2016,0:01,3.2,2224.94,55.3639,1.2273,1.97382,Open Tree Canopy,0
20038,4/29/2016,4:00,2.2,2307.85,86.1544,1.99623,1.08679,Shrubland,0
20038,4/29/2016,8:01,3,2243.09,104.087,1.63941,1.76887,Open Tree Canopy,0
20038,5/1/2016,0:01,3.6,2288.52,27.3497,0.407294,0.194581,Open Tree Canopy,0
20038,5/1/2016,4:00,4,2149.44,62.2618,1.3744,0.0727331,Open Tree Canopy,0
20038,5/1/2016,8:00,8.6,2281.31,61.0742,0.217563,0.37727,Open Tree Canopy,0
20038,5/9/2016,0:00,3.4,2254.28,114.164,2,0.997458,Open Tree Canopy,0
20038,5/14/2016,16:00,2.4,1691.67,71.6535,0.514388,0.125826,Shrubland,0
20038,5/15/2016,12:00,3.6,2252.31,56.2411,1.78454,0.379917,Open Tree Canopy,0
20038,5/15/2016,16:00,3.8,2000.39,43.0625,1.90337,1.42886,Shrubland,0
20038,5/18/2016,4:00,2.6,1777.47,51.2607,1.93224,1.36185,Shrubland,0
20038,5/21/2016,20:00,2,2103.76,103.464,0.306745,1.72069,Open Tree Canopy,0
20044,5/27/2016,0:00,3,1781.44,50.9235,0.356421,0.23462,Shrubland,0
20044,5/27/2016,4:00,4,2176.39,72.2426,1.98899,0.852022,Open Tree Canopy,0
20044,5/27/2016,8:00,2.6,2183.67,78.7302,1.76745,1.64111,Open Tree Canopy,0
20044,5/27/2016,12:00,3.6,2236.22,78.4641,0.0245346,1.22015,Shrubland,0
20044,5/27/2016,16:00,3.2,2249.87,96.7192,0.28415,1.69825,Open Tree Canopy,0
20044,5/28/2016,0:00,2.6,2355.03,31.9073,0.107419,0.549113,Open Tree Canopy,0
20044,6/8/2016,20:00,2.2,2130.14,75.6459,0.952922,1.99889,Open Tree Canopy,0
20044,6/9/2016,0:03,11,2053.46,70.7707,0.187699,1.58324,Open Tree Canopy,0
20044,6/9/2016,4:00,2,2066.42,62.6035,0.228321,0.363988,Open Tree Canopy,0
20044,6/9/2016,8:00,2.6,2110.74,55.8505,0.818415,1.98338,Open Tree Canopy,0
20044,6/9/2016,12:00,3.8,2305.07,106.253,0.399252,0.200562,Open Tree Canopy,0
20044,6/9/2016,16:00,3.2,2220.95,22.51,0.146849,1.52166,Shrubland,0
20044,6/9/2016,20:00,2.6,1701.9,35.289,1.77342,1.63389,Shrubland,0
20044,6/10/2016,4:00,2.6,2074.86,86.932,0.670649,1.94421,Open Tree Canopy,0
20044,6/10/2016,8:00,2.6,2262.38,62.8234,0.101744,1.43947,Open Tree Canopy,0
20044,6/10/2016,12:00,3.6,2088.19,78.834,1.47721,0.121209,Open Tree Canopy,0
20044,6/10/2016,16:00,6,2224.94,78.6782,1.59256,1.80552,Open Tree Canopy,0
20044,6/10/2016,20:00,2,1646.04,18.9898,1.47864,1.87801,Sparsely Vegetated,0
20038_17,4/15/2017,12:00,5.2,1783.43,61.7834,0.0229263,1.2129,Shrubland,0
20038_17,4/15/2017,16:00,7.8,2208.73,73.3351,1.98542,0.829862,Open Tree Canopy,0
20038_17,4/18/2017,16:00,2.6,1665.93,92.0684,1.14884,0.011138,Sparsely Vegetated,0
20038_17,4/21/2017,16:00,2.6,2014.38,64.5021,1.99984,1.01768,Shrubland,0
20038_17,4/21/2017,20:00,3.2,2165.02,69.6736,0.00960422,1.13826,Open Tree Canopy,0
20038_17,4/23/2017,0:00,2.2,2120.08,84.3306,1.76306,0.353672,Open Tree Canopy,0
20038_17,4/25/2017,4:00,4,2197.56,147.721,1.37238,1.92808,Shrubland,0
20038_17,4/25/2017,8:01,3.2,2333.44,61.7283,1.36198,0.0678126,Open Tree Canopy,0
20038_17,4/25/2017,12:00,3.2,2174.45,91.5831,1.2085,1.97802,Sparsely Vegetated,0
20038_17,5/1/2017,4:00,4.2,2373.12,58.441,1.09915,1.99507,Open Tree Canopy,0
20038_17,5/9/2017,8:00,2,1688.6,50.2782,1.34184,0.060242,Shrubland,0
20038_17,5/9/2017,12:00,3.2,2236.51,77.2537,0.125261,0.515405,Open Tree Canopy,0
22951,4/18/2017,16:00,4,2154.36,71.4365,1.99601,1.08925,Open Tree Canopy,0
22951,4/21/2017,16:00,2.6,1642.72,71.5289,0.987245,1.99992,Shrubland,0
22951,4/21/2017,20:01,3.8,1555.37,15.6052,1.54079,0.15884,Shrubland,0
22951,4/23/2017,0:01,4,1852.49,36.797,1.99984,0.982056,Shrubland,0
22951,4/27/2017,4:00,4.4,2256.71,65.154,1.91134,0.588343,Open Tree Canopy,0
22951,4/27/2017,8:00,4,2242.89,59.3386,0.0469008,1.30266,Open Tree Canopy,0
22951,4/27/2017,12:00,3.2,2171.65,59.0901,1.9614,1.27515,Open Tree Canopy,0
22951,4/29/2017,4:00,2.2,1709.59,69.6476,1.49139,1.87094,Shrubland,0
22951,4/29/2017,8:00,5,2238.98,28.6851,0.29041,1.70461,Open Tree Canopy,0
22951,4/29/2017,12:00,3.2,2238.53,105.113,1.51061,1.85981,Sparsely Vegetated,0
22951,4/30/2017,0:00,4.8,1700.1,30.9219,0.43199,1.82302,Shrubland,0
22951,5/7/2017,16:00,1.6,2240.23,71.2984,0.0227429,0.787942,Open Tree Canopy,0
22952,5/22/2017,4:01,2.4,2091.87,62.5757,1.27562,0.0387329,Open Tree Canopy,0
22952,5/22/2017,8:00,4.2,1644.44,52.4904,1.51319,1.85828,Sparsely Vegetated,0
22952,5/22/2017,12:00,2.4,1765.12,47.3099,1.93375,0.642078,Shrubland,0
22952,5/23/2017,4:00,9.4,1547.14,6.66889,1.48211,0.123891,Sparsely Vegetated,0
22952,5/23/2017,8:00,3.2,1548.3,8.94683,0.259755,1.67234,Sparsely Vegetated,0
22952,5/23/2017,12:00,2.8,2380.97,10.5831,0.765212,1.97205,Open Tree Canopy,0
22952,5/24/2017,0:01,4.2,2173.13,81.9768,1.71712,0.303049,Open Tree Canopy,0
20015,5/14/2016,4:00,4.6,1686.16,56.1298,1.47708,0.121142,Sparsely Vegetated,0
20015,5/14/2016,8:00,2,2357.42,18.1122,0.372523,1.77864,Open Tree Canopy,0
20015,5/14/2016,12:00,2.6,1545.68,12.0268,0.486591,1.85814,Sparsely Vegetated,0
20015,5/16/2016,16:01,3.6,2182.61,154.916,0.283066,1.69714,Shrubland,0
20015,5/18/2016,20:02,5,2052.74,101.091,0.00388581,0.911929,Open Tree Canopy,0
20015,5/19/2016,0:02,5.2,2303.71,94.0012,1.68212,1.73124,Open Tree Canopy,0
20015,5/19/2016,4:00,4,2066.01,78.2862,1.97024,1.24216,Shrubland,0
20015,5/20/2016,16:01,3.6,2233.66,101.262,0.523265,0.120953,Open Tree Canopy,0
20015,5/21/2016,0:02,5.6,2196.11,67.5097,1.83117,1.55601,Open Tree Canopy,0
20015,5/23/2016,4:00,2.4,1549.91,5.37431,0.510612,1.87207,Shrubland,0
20015,5/23/2016,8:00,4,2140.97,88.2281,1.68478,0.271254,Shrubland,0
20015,5/23/2016,12:00,2,1658.88,114.853,1.5103,1.86,Shrubland,0
20015,5/23/2016,20:00,2.6,2155.52,84.9374,1.09182,1.99578,Open Tree Canopy,0
20015,5/24/2016,0:00,2.4,2276.33,65.5984,1.99243,0.877205,Open Tree Canopy,0
20015,5/26/2016,4:00,2.4,2106.79,95.6764,1.44968,0.106812,Shrubland,0
20015,5/26/2016,8:00,1.8,2338.98,72.4726,1.99999,0.995854,Open Tree Canopy,0
20015,5/26/2016,12:00,1.8,1537.99,14.0491,1.56917,1.82222,Shrubland,0
20015,5/26/2016,16:00,4.6,2329.48,16.4596,0.809319,1.98165,Open Tree Canopy,0
20015,5/26/2016,20:00,2.2,2155.74,128.716,0.627876,0.071817,Open Tree Canopy,0
20015,5/27/2016,16:00,4.4,2316.16,38.0955,0.85916,0.00996768,Open Tree Canopy,0
20015,5/28/2016,4:00,3,2261.94,57.3555,0.471578,0.151018,Open Tree Canopy,0
20015,5/28/2016,8:00,2.6,1895.69,51.8928,0.0817224,1.39594,Shrubland,0
20015,5/28/2016,12:00,3.4,2178.87,7.75579,0.607175,1.91961,Open Tree Canopy,0
20015,5/28/2016,16:00,2.8,2106.39,53.1639,1.98377,1.17946,Open Tree Canopy,0
20015,6/3/2016,4:00,2.6,2101.66,88.5107,0.278385,1.69229,Open Tree Canopy,0
20015,6/3/2016,8:00,2.4,2257.35,84.9494,1.95655,1.29157,Open Tree Canopy,0
20015,6/3/2016,12:00,1.8,1726.02,41.1389,0.0547336,1.3263,Sparsely Vegetated,0
20015,6/3/2016,16:00,4.2,2257.22,46.597,1.68928,1.7245,Open Tree Canopy,0
20015,6/4/2016,20:00,2.8,2114.46,119.285,1.78294,1.6221,Open Tree Canopy,0
20015,6/11/2016,4:00,2.8,2217.58,35.2919,0.0706348,1.36916,Shrubland,0
20015,6/11/2016,16:00,2.2,1706.81,53.4261,1.5998,1.80015,Shrubland,0
20015,6/11/2016,20:00,2.2,2118.68,49.956,1.21106,1.97747,Shrubland,0
20022,5/26/2016,8:00,3.2,1853.74,36.187,0.122057,1.47877,Shrubland,0
20022,5/26/2016,12:00,2.2,2219.99,55.149,0.0932986,1.42177,Open Tree Canopy,0
20022,5/26/2016,20:00,2.8,2256.95,64.3155,1.69983,0.285693,Open Tree Canopy,0
20022,5/27/2016,16:00,2.6,2136.11,83.7828,0.560846,1.89841,Open Tree Canopy,0
20022,5/27/2016,20:01,2,1745.42,34.7442,1.59312,1.80512,Shrubland,0
20022,6/11/2016,20:00,3.2,2270.17,80.8862,0.0643042,0.647192,Open Tree Canopy,0
20022,6/18/2016,4:00,2.6,1813.7,33.5307,0.922972,1.99703,Shrubland,0
20022,6/18/2016,8:00,4.2,2294.84,56.8044,1.65968,0.248456,Open Tree Canopy,0
20022,6/18/2016,12:00,4.2,1760.84,60.4211,1.87645,1.48149,Shrubland,0
20022,6/26/2016,4:00,2.4,2355.21,32.1805,0.513779,0.126164,Open Tree Canopy,0
20022,6/26/2016,8:00,3.2,2315.96,35.3041,1.22583,0.0258327,Open Tree Canopy,0
20022,6/26/2016,12:00,3,1701.82,126.696,0.00890529,0.866841,Shrubland,0
20022,6/26/2016,16:01,2.8,2213.93,56.5436,1.77764,0.371289,Shrubland,0
20034,5/28/2016,8:00,3,2176.99,64.0327,1.1987,0.0199388,Open Tree Canopy,0
20034,5/28/2016,12:00,2.4,2289.45,87.3964,0.478514,0.14674,Sparsely Vegetated,0
20034,5/28/2016,16:01,2.6,2237.58,85.2703,1.39091,0.0795722,Open Tree Canopy,0
20034,5/29/2016,0:00,3.2,2059.45,69.8335,1.94758,1.31951,Shrubland,0
20034,5/31/2016,16:00,3.4,2141.23,62.6739,1.55609,0.168876,Open Tree Canopy,0
20034,6/1/2016,4:00,9,1762.83,53.9669,0.00562948,1.10596,Shrubland,0
20034,6/3/2016,4:00,4.4,2152.66,109.844,1.84688,1.53179,Open Tree Canopy,0
20034,6/3/2016,8:01,2.6,1750.91,52.712,0.214916,1.61939,Shrubland,0
20034,6/3/2016,12:00,2.2,1774.01,29.1533,0.041083,1.28369,Shrubland,0
20034,6/4/2016,16:00,3,2142.47,65.2371,0.605591,1.91893,Open Tree Canopy,0
20034,6/4/2016,20:00,2.4,2127.91,57.3332,0.904706,0.00455081,Open Tree Canopy,0
20034,6/9/2016,4:00,2.2,2152.21,56.5824,1.99591,1.09035,Open Tree Canopy,0
20034,6/9/2016,16:00,3.8,2202.18,79.5676,1.80477,1.59359,Open Tree Canopy,0
20034,6/10/2016,4:00,2,1753.79,55.1075,0.88688,1.99358,Shrubland,0
20034,6/10/2016,16:00,3.2,2180.19,53.7006,0.388573,1.7913,Open Tree Canopy,0
20034,6/11/2016,16:00,4.2,1762.92,63.2575,1.02576,1.99967,Shrubland,0
20034,6/11/2016,20:00,4.8,1781.7,20.9759,0.480404,0.145588,Shrubland,0
20034,6/18/2016,4:00,2.2,2322.22,48.9726,1.9846,1.17482,Open Tree Canopy,0
20034,6/18/2016,8:00,1.6,1571.88,21.6206,1.67155,1.74096,Sparsely Vegetated,0
20034,6/18/2016,12:00,2.6,2082.1,84.4655,1.98396,1.17841,Herbaceous-Shrub Steppe,0
20034,6/18/2016,16:00,2.8,1561.05,10.74,1.87432,1.48536,Shrubland,0
20034,6/20/2016,16:00,4.8,1737.41,107.176,1.99951,1.03123,Shrubland,0
20034,6/21/2016,0:00,4.8,2315.5,114.138,0.282764,0.30317,Open Tree Canopy,0
20034,6/23/2016,4:00,2,1533.58,44.8233,0.282775,1.69684,Sparsely Vegetated,0
20034,6/23/2016,8:00,2.2,2268.1,57.9457,1.1459,1.9893,Open Tree Canopy,0
20034,6/23/2016,12:00,8.2,1587.89,36.2124,1.88119,0.527241,Sparsely Vegetated,0
20034,6/23/2016,16:00,2.2,1562.13,8.81712,1.5783,0.184177,Sparsely Vegetated,0
20034,6/24/2016,16:01,2.8,2342.41,73.0768,0.351671,0.238639,Sparsely Vegetated,0
20034,6/25/2016,4:00,2,2322.28,52.1696,1.2484,1.96866,Open Tree Canopy,0
20034,6/25/2016,16:00,2,2172.63,42.771,0.489237,0.140279,Open Tree Canopy,0
20034,6/26/2016,4:00,3.2,2201.84,52.7103,1.12219,1.99251,Open Tree Canopy,0
20034,6/26/2016,12:00,3.4,1561.57,6.26419,0.524145,1.87952,Sparsely Vegetated,0
20034,6/26/2016,20:00,4,2270.68,68.389,0.455319,0.161357,Open Tree Canopy,0
20034,6/27/2016,0:00,2.2,1792.5,46.419,1.98638,0.835492,Shrubland,0
20034,6/27/2016,4:00,3.8,1523.36,7.57161,1.85515,0.481612,Sparsely Vegetated,0
20034,6/27/2016,8:00,4.4,1523.74,8.52368,1.89213,1.45178,Sparsely Vegetated,0
20034,6/27/2016,12:00,2.8,2315.46,80.7553,0.0028556,1.07552,Open Tree Canopy,0
20034,6/27/2016,16:00,2.2,2129.97,117.06,1.99998,0.99378,Open Tree Canopy,0
20034,6/28/2016,4:00,3.6,1711.02,102.644,1.95145,1.30781,Shrubland,0
20034,6/28/2016,8:00,3.6,2243.39,71.766,1.86514,1.50153,Shrubland,0
20034,6/28/2016,12:00,3.8,2163.78,105.532,1.98309,0.816856,Open Tree Canopy,0
20034,6/28/2016,16:00,4.2,2133.26,87.4622,1.93849,1.3453,Open Tree Canopy,0
20038,4/20/2016,0:01,2.8,2314.55,76.823,0.943769,0.00158221,Open Tree Canopy,0
20038,4/20/2016,12:00,4,2153.84,73.3374,1.47144,0.118101,Open Tree Canopy,0
20038,4/26/2016,12:01,4.8,1639.11,55.4279,0.304359,0.28161,Sparsely Vegetated,0
20038,4/27/2016,16:01,4.6,2181.83,82.8869,1.9035,1.42858,Open Tree Canopy,0
20038,4/28/2016,20:00,4,2119.6,45.1548,1.65858,1.75251,Open Tree Canopy,0
20038,4/29/2016,12:00,3.4,2107.84,42.9092,1.44263,0.103296,Shrubland,0
20038,4/29/2016,20:00,2.6,2194.8,13.5668,1.78196,0.376672,Open Tree Canopy,0
20038,5/1/2016,16:00,2.4,2147,105.421,1.87976,0.524573,Shrubland,0
20038,5/1/2016,20:00,2.6,1799.1,59.3781,1.01015,1.99995,Shrubland,0
20038,5/9/2016,16:00,2.6,1771.76,57.8152,0.996641,5.66E-06,Shrubland,0
20038,5/14/2016,0:00,3,2213.34,52.7491,0.126243,1.48636,Open Tree Canopy,0
20038,5/14/2016,4:00,4.6,2081.11,129.729,1.99361,0.887159,Open Tree Canopy,0
20038,5/14/2016,8:00,5.8,1558.89,6.37107,0.329483,1.74189,Sparsely Vegetated,0
20038,5/14/2016,12:00,2.4,1527.84,37.1783,0.068113,1.36275,Sparsely Vegetated,0
20038,5/14/2016,20:01,5.4,2251.7,79.4407,1.42291,1.90617,Sparsely Vegetated,0
20038,5/15/2016,4:00,2.8,2016.36,89.3311,1.4817,1.87634,Shrubland,0
20038,5/15/2016,8:00,4.6,2253.24,137.498,0.615797,0.0767516,Shrubland,0
20038,5/16/2016,8:00,5.6,1775.03,65.6333,1.98E-05,0.993711,Shrubland,0
20038,5/16/2016,12:00,9.6,2253.21,43.9001,0.380332,1.78486,Open Tree Canopy,0
20038,5/18/2016,0:00,3,2257.44,101.539,1.31535,0.051026,Sparsely Vegetated,0
20038,5/18/2016,8:00,2.4,2168.54,65.5867,0.571914,0.096262,Open Tree Canopy,0
20038,5/18/2016,12:00,3.8,1707.45,76.3745,0.311565,0.274702,Shrubland,0
20038,5/18/2016,16:00,2,1709.55,64.6651,1.10826,0.00587785,Shrubland,0
20038,5/18/2016,20:01,2,2326.98,120.699,1.43133,0.0978057,Open Tree Canopy,0
20038,5/19/2016,16:00,1.8,2144.49,38.4278,0.32882,0.258706,Open Tree Canopy,0
20044,5/24/2016,0:00,3.6,2218.88,42.0058,1.36624,1.93052,Open Tree Canopy,0
20044,5/26/2016,0:00,2.4,2117.17,81.8836,1.49849,1.86689,Herbaceous-Shrub Steppe,0
20044,5/26/2016,4:00,2.4,1714.1,67.8063,0.290452,0.295343,Shrubland,0
20044,5/26/2016,8:00,1.8,2233.38,60.7359,1.71201,0.297826,Open Tree Canopy,0
20044,5/26/2016,12:00,1.8,2069.17,120.684,1.58911,1.80805,Shrubland,0
20044,5/26/2016,16:00,2.6,2149.22,71.4684,0.0830652,1.39904,Shrubland,0
20044,5/26/2016,20:00,2.2,2253.28,34.7196,1.92528,1.3793,Open Tree Canopy,0
20044,5/28/2016,4:00,2,1661.95,12.3375,0.318127,0.268529,Shrubland,0
20044,5/28/2016,8:00,2.4,1691.97,54.4355,0.542371,0.110857,Shrubland,0
20044,5/28/2016,12:00,2,1560.49,3.52554,1.24136,0.0295646,Sparsely Vegetated,0
20044,5/28/2016,16:01,3,2122.76,48.639,1.99744,1.07156,Open Tree Canopy,0
20044,5/28/2016,20:00,2.2,2201.62,96.874,1.77691,0.370385,Open Tree Canopy,0
20038_17,4/14/2017,12:00,2.2,2113.51,59.3228,0.00641215,0.886937,Open Tree Canopy,0
20038_17,4/14/2017,20:00,2.8,2286.81,54.1582,1.99997,0.992677,Open Tree Canopy,0
20038_17,4/15/2017,20:00,6.2,1548.75,31.6499,0.00997251,0.859126,Sparsely Vegetated,0
20038_17,4/17/2017,4:00,2.8,1604.33,70.307,1.99728,0.92626,Shrubland,0
20038_17,4/17/2017,8:00,3.8,2237.5,80.0341,1.0513,1.99868,Open Tree Canopy,0
20038_17,4/17/2017,12:00,2.8,2258.14,61.2184,0.678776,0.0529967,Open Tree Canopy,0
20038_17,4/17/2017,16:00,2.4,2254.58,107.142,0.262898,0.324219,Shrubland,0
20038_17,4/23/2017,16:00,3.6,2246.05,99.183,1.68468,1.72884,Open Tree Canopy,0
20038_17,4/24/2017,0:01,2.8,2099.51,45.0958,0.211307,0.385212,Shrubland,0
20038_17,4/24/2017,16:00,3,2345.98,12.0569,0.449617,1.83491,Open Tree Canopy,0
20038_17,4/24/2017,20:00,3.2,2149.36,60.1833,1.27114,1.96254,Open Tree Canopy,0
20038_17,4/30/2017,16:01,3.6,2102.33,72.7558,1.59845,1.80116,Open Tree Canopy,0
20038_17,4/30/2017,20:00,3,1563.97,17.4899,1.38118,1.9245,Sparsely Vegetated,0
20038_17,5/1/2017,8:00,4.2,2328.63,119.537,1.39082,0.0795317,Open Tree Canopy,0
20038_17,5/1/2017,12:00,3.2,1512.65,10.4713,0.246519,0.34253,Sparsely Vegetated,0
22951,4/14/2017,16:00,2.2,2157.33,66.4209,1.84814,1.52978,Open Tree Canopy,0
22951,4/17/2017,4:00,4.4,2158.53,52.8367,0.170696,0.441202,Shrubland,0
22951,4/17/2017,8:00,2.2,1671.96,48.5726,1.99327,0.884202,Shrubland,0
22951,4/17/2017,12:01,2.8,2189.36,47.3832,0.244056,1.65464,Sparsely Vegetated,0
22951,4/17/2017,16:00,2.4,1749.11,45.0512,1.99392,0.889914,Shrubland,0
